date,store_id,product_id,product_name,category,season,quantity_sold,unit_price,revenue,current_stock,lead_time_days,expiry_risk,is_festival_month
2022-01-08,STORE_001,P003,Cough Syrup 100ml,respiratory,Winter,93,85.0,7905.0,3103,5,0,1
2022-01-08,STORE_001,P004,Cetirizine 10mg,allergy,Winter,63,25.0,1575.0,3255,4,0,1
2022-01-08,STORE_001,P005,Dolo 650,fever,Winter,150,30.0,4500.0,5388,3,0,1
2022-01-08,STORE_001,P006,Azithromycin 500mg,antibiotic,Winter,39,120.0,4680.0,2036,6,0,1
2022-01-08,STORE_001,P007,Vitamin C 500mg,supplement,Winter,123,45.0,5535.0,4514,5,0,1
2022-01-08,STORE_001,P008,Ibuprofen 400mg,painkiller,Winter,50,20.0,1000.0,2575,4,0,1
2022-01-08,STORE_001,P009,Amoxicillin 250mg,antibiotic,Winter,35,65.0,2275.0,2323,6,0,1
2022-01-08,STORE_001,P010,Electral Powder,hydration,Winter,67,18.0,1206.0,3504,4,0,1
2022-01-08,STORE_001,P011,Insulin Glargine,diabetes,Winter,30,450.0,13500.0,1605,7,0,1
2022-01-08,STORE_001,P012,Antihistamine Tabs,allergy,Winter,55,35.0,1925.0,3020,4,0,1
2022-01-09,STORE_001,P001,Paracetamol 500mg,fever,Winter,155,15.0,2325.0,5695,3,0,1
2022-01-09,STORE_001,P002,ORS Powder,hydration,Winter,79,12.0,948.0,4021,4,0,1
2022-01-09,STORE_001,P003,Cough Syrup 100ml,respiratory,Winter,118,85.0,10030.0,2985,5,0,1
2022-01-09,STORE_001,P004,Cetirizine 10mg,allergy,Winter,67,25.0,1675.0,3524,4,0,1
2022-01-09,STORE_001,P005,Dolo 650,fever,Winter,145,30.0,4350.0,5243,3,0,1
2022-01-09,STORE_001,P006,Azithromycin 500mg,antibiotic,Winter,30,120.0,3600.0,2006,6,0,1
2022-01-09,STORE_001,P007,Vitamin C 500mg,supplement,Winter,107,45.0,4815.0,4407,5,0,1
2022-01-09,STORE_001,P008,Ibuprofen 400mg,painkiller,Winter,45,20.0,900.0,2794,4,0,1
2022-01-09,STORE_001,P009,Amoxicillin 250mg,antibiotic,Winter,43,65.0,2795.0,2280,6,0,1
2022-01-09,STORE_001,P010,Electral Powder,hydration,Winter,67,18.0,1206.0,3797,4,0,1
2022-01-09,STORE_001,P011,Insulin Glargine,diabetes,Winter,29,450.0,13050.0,1576,7,0,1
2022-01-09,STORE_001,P012,Antihistamine Tabs,allergy,Winter,61,35.0,2135.0,3271,4,0,1
2022-01-10,STORE_001,P001,Paracetamol 500mg,fever,Winter,186,15.0,2790.0,6113,3,0,1
2022-01-10,STORE_001,P002,ORS Powder,hydration,Winter,81,12.0,972.0,3940,4,0,1
2022-01-10,STORE_001,P003,Cough Syrup 100ml,respiratory,Winter,99,85.0,8415.0,2886,5,0,1
2022-01-10,STORE_001,P004,Cetirizine 10mg,allergy,Winter,69,25.0,1725.0,3455,4,0,1
2022-01-10,STORE_001,P005,Dolo 650,fever,Winter,184,30.0,5520.0,5613,3,0,1
2022-01-10,STORE_001,P006,Azithromycin 500mg,antibiotic,Winter,45,120.0,5400.0,1961,6,0,1
2022-01-10,STORE_001,P007,Vitamin C 500mg,supplement,Winter,134,45.0,6030.0,4273,5,0,1
2022-01-10,STORE_001,P008,Ibuprofen 400mg,painkiller,Winter,51,20.0,1020.0,2743,4,0,1
2022-01-10,STORE_001,P009,Amoxicillin 250mg,antibiotic,Winter,55,65.0,3575.0,2225,6,0,1
2022-01-10,STORE_001,P010,Electral Powder,hydration,Winter,65,18.0,1170.0,3732,4,0,1
2022-01-10,STORE_001,P011,Insulin Glargine,diabetes,Winter,33,450.0,14850.0,1543,7,0,1
2022-01-10,STORE_001,P012,Antihistamine Tabs,allergy,Winter,86,35.0,3010.0,3185,4,0,1
2022-01-11,STORE_001,P001,Paracetamol 500mg,fever,Winter,155,15.0,2325.0,5958,3,0,1
2022-01-11,STORE_001,P002,ORS Powder,hydration,Winter,78,12.0,936.0,3862,4,0,1
2022-01-11,STORE_001,P003,Cough Syrup 100ml,respiratory,Winter,108,85.0,9180.0,3390,5,0,1
2022-01-11,STORE_001,P004,Cetirizine 10mg,allergy,Winter,69,25.0,1725.0,3386,4,0,1
2022-01-11,STORE_001,P005,Dolo 650,fever,Winter,162,30.0,4860.0,5451,3,0,1
2022-01-11,STORE_001,P006,Azithromycin 500mg,antibiotic,Winter,40,120.0,4800.0,1921,6,0,1
2022-01-11,STORE_001,P007,Vitamin C 500mg,supplement,Winter,132,45.0,5940.0,4843,5,0,1
2022-01-11,STORE_001,P008,Ibuprofen 400mg,painkiller,Winter,49,20.0,980.0,2694,4,0,1
2022-01-11,STORE_001,P009,Amoxicillin 250mg,antibiotic,Winter,50,65.0,3250.0,2175,6,0,1
2022-01-11,STORE_001,P010,Electral Powder,hydration,Winter,70,18.0,1260.0,3662,4,0,1
2022-01-11,STORE_001,P011,Insulin Glargine,diabetes,Winter,33,450.0,14850.0,1510,7,0,1
2022-01-11,STORE_001,P012,Antihistamine Tabs,allergy,Winter,67,35.0,2345.0,3118,4,0,1
2022-01-12,STORE_001,P001,Paracetamol 500mg,fever,Winter,168,15.0,2520.0,5790,3,0,1
2022-01-12,STORE_001,P002,ORS Powder,hydration,Winter,75,12.0,900.0,3787,4,0,1
2022-01-12,STORE_001,P003,Cough Syrup 100ml,respiratory,Winter,102,85.0,8670.0,3288,5,0,1
2022-01-12,STORE_001,P004,Cetirizine 10mg,allergy,Winter,78,25.0,1950.0,3308,4,0,1
2022-01-12,STORE_001,P005,Dolo 650,fever,Winter,166,30.0,4980.0,5285,3,0,1
2022-01-12,STORE_001,P006,Azithromycin 500mg,antibiotic,Winter,48,120.0,5760.0,1873,6,0,1
2022-01-12,STORE_001,P007,Vitamin C 500mg,supplement,Winter,99,45.0,4455.0,4744,5,0,1
2022-01-12,STORE_001,P008,Ibuprofen 400mg,painkiller,Winter,59,20.0,1180.0,2635,4,0,1
2022-01-12,STORE_001,P009,Amoxicillin 250mg,antibiotic,Winter,48,65.0,3120.0,2127,6,0,1
2022-01-12,STORE_001,P010,Electral Powder,hydration,Winter,86,18.0,1548.0,3576,4,0,1
2022-01-12,STORE_001,P011,Insulin Glargine,diabetes,Winter,26,450.0,11700.0,1484,7,0,1
2022-01-12,STORE_001,P012,Antihistamine Tabs,allergy,Winter,57,35.0,1995.0,3061,4,0,1
2022-01-13,STORE_001,P001,Paracetamol 500mg,fever,Winter,187,15.0,2805.0,6207,3,0,1
2022-01-13,STORE_001,P002,ORS Powder,hydration,Winter,87,12.0,1044.0,4084,4,0,1
2022-01-13,STORE_001,P003,Cough Syrup 100ml,respiratory,Winter,110,85.0,9350.0,3178,5,0,1
2022-01-13,STORE_001,P004,Cetirizine 10mg,allergy,Winter,76,25.0,1900.0,3568,4,0,1
2022-01-13,STORE_001,P005,Dolo 650,fever,Winter,166,30.0,4980.0,5673,3,0,1
2022-01-13,STORE_001,P006,Azithromycin 500mg,antibiotic,Winter,46,120.0,5520.0,2115,6,0,1
2022-01-13,STORE_001,P007,Vitamin C 500mg,supplement,Winter,125,45.0,5625.0,4619,5,0,1
2022-01-13,STORE_001,P008,Ibuprofen 400mg,painkiller,Winter,49,20.0,980.0,2850,4,0,1
2022-01-13,STORE_001,P009,Amoxicillin 250mg,antibiotic,Winter,53,65.0,3445.0,2398,6,0,1
2022-01-13,STORE_001,P010,Electral Powder,hydration,Winter,91,18.0,1638.0,3845,4,0,1
2022-01-13,STORE_001,P011,Insulin Glargine,diabetes,Winter,34,450.0,15300.0,1450,7,0,1
2022-01-13,STORE_001,P012,Antihistamine Tabs,allergy,Winter,60,35.0,2100.0,3313,4,0,1
2022-01-14,STORE_001,P001,Paracetamol 500mg,fever,Winter,160,15.0,2400.0,6047,3,0,1
2022-01-14,STORE_001,P002,ORS Powder,hydration,Winter,72,12.0,864.0,4012,4,0,1
2022-01-14,STORE_001,P003,Cough Syrup 100ml,respiratory,Winter,117,85.0,9945.0,3061,5,0,1
2022-01-14,STORE_001,P004,Cetirizine 10mg,allergy,Winter,84,25.0,2100.0,3484,4,0,1
2022-01-14,STORE_001,P005,Dolo 650,fever,Winter,177,30.0,5310.0,5496,3,0,1
2022-01-14,STORE_001,P006,Azithromycin 500mg,antibiotic,Winter,51,120.0,6120.0,2064,6,0,1
2022-01-14,STORE_001,P007,Vitamin C 500mg,supplement,Winter,119,45.0,5355.0,4500,5,0,1
2022-01-14,STORE_001,P008,Ibuprofen 400mg,painkiller,Winter,52,20.0,1040.0,2798,4,0,1
2022-01-14,STORE_001,P009,Amoxicillin 250mg,antibiotic,Winter,42,65.0,2730.0,2356,6,0,1
2022-01-14,STORE_001,P010,Electral Powder,hydration,Winter,71,18.0,1278.0,3774,4,0,1
2022-01-14,STORE_001,P011,Insulin Glargine,diabetes,Winter,31,450.0,13950.0,1419,7,0,1
2022-01-14,STORE_001,P012,Antihistamine Tabs,allergy,Winter,71,35.0,2485.0,3242,4,0,1
2022-01-15,STORE_001,P001,Paracetamol 500mg,fever,Winter,164,15.0,2460.0,5883,3,0,1
2022-01-15,STORE_001,P002,ORS Powder,hydration,Winter,83,12.0,996.0,3929,4,0,1
2022-01-15,STORE_001,P003,Cough Syrup 100ml,respiratory,Winter,96,85.0,8160.0,2965,5,0,1
2022-01-15,STORE_001,P004,Cetirizine 10mg,allergy,Winter,77,25.0,1925.0,3407,4,0,1
2022-01-15,STORE_001,P005,Dolo 650,fever,Winter,121,30.0,3630.0,5375,3,0,1
2022-01-15,STORE_001,P006,Azithromycin 500mg,antibiotic,Winter,37,120.0,4440.0,2027,6,0,1
2022-01-15,STORE_001,P007,Vitamin C 500mg,supplement,Winter,108,45.0,4860.0,4392,5,0,1
2022-01-15,STORE_001,P008,Ibuprofen 400mg,painkiller,Winter,58,20.0,1160.0,2740,4,0,1
2022-01-15,STORE_001,P009,Amoxicillin 250mg,antibiotic,Winter,42,65.0,2730.0,2314,6,0,1
2022-01-15,STORE_001,P010,Electral Powder,hydration,Winter,69,18.0,1242.0,3705,4,0,1
2022-01-15,STORE_001,P011,Insulin Glargine,diabetes,Winter,31,450.0,13950.0,1640,7,0,1
2022-01-15,STORE_001,P012,Antihistamine Tabs,allergy,Winter,67,35.0,2345.0,3175,4,0,1
2022-01-16,STORE_001,P001,Paracetamol 500mg,fever,Winter,150,15.0,2250.0,6337,3,0,1
2022-01-16,STORE_001,P002,ORS Powder,hydration,Winter,82,12.0,984.0,3847,4,0,1
2022-01-16,STORE_001,P003,Cough Syrup 100ml,respiratory,Winter,108,85.0,9180.0,3469,5,0,1
2022-01-16,STORE_001,P004,Cetirizine 10mg,allergy,Winter,63,25.0,1575.0,3344,4,0,1
2022-01-16,STORE_001,P005,Dolo 650,fever,Winter,149,30.0,4470.0,5780,3,0,1
2022-01-16,STORE_001,P006,Azithromycin 500mg,antibiotic,Winter,32,120.0,3840.0,1995,6,0,1
2022-01-16,STORE_001,P007,Vitamin C 500mg,supplement,Winter,125,45.0,5625.0,4969,5,0,1
2022-01-16,STORE_001,P008,Ibuprofen 400mg,painkiller,Winter,54,20.0,1080.0,2686,4,0,1
2022-01-16,STORE_001,P009,Amoxicillin 250mg,antibiotic,Winter,38,65.0,2470.0,2276,6,0,1
2022-01-16,STORE_001,P010,Electral Powder,hydration,Winter,72,18.0,1296.0,3633,4,0,1
2022-01-16,STORE_001,P011,Insulin Glargine,diabetes,Winter,31,450.0,13950.0,1609,7,0,1
2022-01-16,STORE_001,P012,Antihistamine Tabs,allergy,Winter,53,35.0,1855.0,3122,4,0,1
2022-01-17,STORE_001,P001,Paracetamol 500mg,fever,Winter,184,15.0,2760.0,6153,3,0,1
2022-01-17,STORE_001,P002,ORS Powder,hydration,Winter,89,12.0,1068.0,4142,4,0,1
2022-01-17,STORE_001,P003,Cough Syrup 100ml,respiratory,Winter,121,85.0,10285.0,3348,5,0,1
2022-01-17,STORE_001,P004,Cetirizine 10mg,allergy,Winter,82,25.0,2050.0,3598,4,0,1
2022-01-17,STORE_001,P005,Dolo 650,fever,Winter,179,30.0,5370.0,5601,3,0,1
2022-01-17,STORE_001,P006,Azithromycin 500mg,antibiotic,Winter,39,120.0,4680.0,1956,6,0,1
2022-01-17,STORE_001,P007,Vitamin C 500mg,supplement,Winter,127,45.0,5715.0,4842,5,0,1
2022-01-17,STORE_001,P008,Ibuprofen 400mg,painkiller,Winter,59,20.0,1180.0,2891,4,0,1
2022-01-17,STORE_001,P009,Amoxicillin 250mg,antibiotic,Winter,47,65.0,3055.0,2229,6,0,1
2022-01-17,STORE_001,P010,Electral Powder,hydration,Winter,87,18.0,1566.0,3906,4,0,1
2022-01-17,STORE_001,P011,Insulin Glargine,diabetes,Winter,37,450.0,16650.0,1572,7,0,1
2022-01-17,STORE_001,P012,Antihistamine Tabs,allergy,Winter,68,35.0,2380.0,3366,4,0,1
2022-01-18,STORE_001,P001,Paracetamol 500mg,fever,Winter,205,15.0,3075.0,5948,3,0,1
2022-01-18,STORE_001,P002,ORS Powder,hydration,Winter,94,12.0,1128.0,4048,4,0,1
2022-01-18,STORE_001,P003,Cough Syrup 100ml,respiratory,Winter,110,85.0,9350.0,3238,5,0,1
2022-01-18,STORE_001,P004,Cetirizine 10mg,allergy,Winter,75,25.0,1875.0,3523,4,0,1
2022-01-18,STORE_001,P005,Dolo 650,fever,Winter,147,30.0,4410.0,5454,3,0,1
2022-01-18,STORE_001,P006,Azithromycin 500mg,antibiotic,Winter,40,120.0,4800.0,1916,6,0,1
2022-01-18,STORE_001,P007,Vitamin C 500mg,supplement,Winter,115,45.0,5175.0,4727,5,0,1
2022-01-18,STORE_001,P008,Ibuprofen 400mg,painkiller,Winter,58,20.0,1160.0,2833,4,0,1
2022-01-18,STORE_001,P009,Amoxicillin 250mg,antibiotic,Winter,60,65.0,3900.0,2169,6,0,1
2022-01-18,STORE_001,P010,Electral Powder,hydration,Winter,61,18.0,1098.0,3845,4,0,1
2022-01-18,STORE_001,P011,Insulin Glargine,diabetes,Winter,34,450.0,15300.0,1538,7,0,1
2022-01-18,STORE_001,P012,Antihistamine Tabs,allergy,Winter,55,35.0,1925.0,3311,4,0,1
2022-01-19,STORE_001,P001,Paracetamol 500mg,fever,Winter,166,15.0,2490.0,6386,3,0,1
2022-01-19,STORE_001,P002,ORS Powder,hydration,Winter,95,12.0,1140.0,3953,4,0,1
2022-01-19,STORE_001,P003,Cough Syrup 100ml,respiratory,Winter,108,85.0,9180.0,3130,5,0,1
2022-01-19,STORE_001,P004,Cetirizine 10mg,allergy,Winter,64,25.0,1600.0,3459,4,0,1
2022-01-19,STORE_001,P005,Dolo 650,fever,Winter,172,30.0,5160.0,5836,3,0,1
2022-01-19,STORE_001,P006,Azithromycin 500mg,antibiotic,Winter,35,120.0,4200.0,2169,6,0,1
2022-01-19,STORE_001,P007,Vitamin C 500mg,supplement,Winter,158,45.0,7110.0,4569,5,0,1
2022-01-19,STORE_001,P008,Ibuprofen 400mg,painkiller,Winter,70,20.0,1400.0,2763,4,0,1
2022-01-19,STORE_001,P009,Amoxicillin 250mg,antibiotic,Winter,55,65.0,3575.0,2438,6,0,1
2022-01-19,STORE_001,P010,Electral Powder,hydration,Winter,86,18.0,1548.0,3759,4,0,1
2022-01-19,STORE_001,P011,Insulin Glargine,diabetes,Winter,31,450.0,13950.0,1507,7,0,1
2022-01-19,STORE_001,P012,Antihistamine Tabs,allergy,Winter,72,35.0,2520.0,3239,4,0,1
2022-01-20,STORE_001,P001,Paracetamol 500mg,fever,Winter,199,15.0,2985.0,6187,3,0,1
2022-01-20,STORE_001,P002,ORS Powder,hydration,Winter,77,12.0,924.0,3876,4,0,1
2022-01-20,STORE_001,P003,Cough Syrup 100ml,respiratory,Winter,101,85.0,8585.0,3029,5,0,1
2022-01-20,STORE_001,P004,Cetirizine 10mg,allergy,Winter,58,25.0,1450.0,3401,4,0,1
2022-01-20,STORE_001,P005,Dolo 650,fever,Winter,171,30.0,5130.0,5665,3,0,1
2022-01-20,STORE_001,P006,Azithromycin 500mg,antibiotic,Winter,46,120.0,5520.0,2123,6,0,1
2022-01-20,STORE_001,P007,Vitamin C 500mg,supplement,Winter,105,45.0,4725.0,4464,5,0,1
2022-01-20,STORE_001,P008,Ibuprofen 400mg,painkiller,Winter,55,20.0,1100.0,2708,4,0,1
2022-01-20,STORE_001,P009,Amoxicillin 250mg,antibiotic,Winter,44,65.0,2860.0,2394,6,0,1
2022-01-20,STORE_001,P010,Electral Powder,hydration,Winter,72,18.0,1296.0,3687,4,0,1
2022-01-20,STORE_001,P011,Insulin Glargine,diabetes,Winter,38,450.0,17100.0,1469,7,0,1
2022-01-20,STORE_001,P012,Antihistamine Tabs,allergy,Winter,71,35.0,2485.0,3168,4,0,1
2022-01-21,STORE_001,P001,Paracetamol 500mg,fever,Winter,150,15.0,2250.0,6037,3,0,1
2022-01-21,STORE_001,P002,ORS Powder,hydration,Winter,93,12.0,1116.0,4167,4,0,1
2022-01-21,STORE_001,P003,Cough Syrup 100ml,respiratory,Winter,134,85.0,11390.0,3507,5,0,1
2022-01-21,STORE_001,P004,Cetirizine 10mg,allergy,Winter,82,25.0,2050.0,3655,4,0,1
2022-01-21,STORE_001,P005,Dolo 650,fever,Winter,147,30.0,4410.0,5518,3,0,1
2022-01-21,STORE_001,P006,Azithromycin 500mg,antibiotic,Winter,35,120.0,4200.0,2088,6,0,1
2022-01-21,STORE_001,P007,Vitamin C 500mg,supplement,Winter,119,45.0,5355.0,5047,5,0,1
2022-01-21,STORE_001,P008,Ibuprofen 400mg,painkiller,Winter,70,20.0,1400.0,2902,4,0,1
2022-01-21,STORE_001,P009,Amoxicillin 250mg,antibiotic,Winter,47,65.0,3055.0,2347,6,0,1
2022-01-21,STORE_001,P010,Electral Powder,hydration,Winter,70,18.0,1260.0,3977,4,0,1
2022-01-21,STORE_001,P011,Insulin Glargine,diabetes,Winter,26,450.0,11700.0,1443,7,0,1
2022-01-21,STORE_001,P012,Antihistamine Tabs,allergy,Winter,67,35.0,2345.0,3413,4,0,1
2022-01-22,STORE_001,P001,Paracetamol 500mg,fever,Winter,121,15.0,1815.0,6520,3,0,1
2022-01-22,STORE_001,P002,ORS Powder,hydration,Winter,63,12.0,756.0,4104,4,0,1
2022-01-22,STORE_001,P003,Cough Syrup 100ml,respiratory,Winter,178,85.0,15130.0,3329,5,0,1
